Order_ID,Order_Date,Restaurant_Name,Restaurant_Location,Food_Item,Cuisine,Price,Quantity,Total_Amount,Payment_Method,Customer_ID,Customer_Age,Customer_Gender,Delivery_Time,Customer_Rating,Review_Text
1842,2/8/2025,Taco Town,Pune,Grilled Chicken,Continental,108,3,324,UPI,10456,58,M,40,5,Highly recommended.
1843,1/5/2025,Urban Tadka,Pune,Nachos,Mexican,399,4,1596,UPI,12247,40,F,27,4,Average experience.
1844,4/21/2025,Curry Palace,Chennai,Burger,American,411,3,1233,Credit Card,13862,34,F,25,1,Average experience.
1845,4/14/2025,Urban Tadka,Delhi,Pasta Alfredo,Italian,572,3,1716,Wallet,16383,34,F,55,4,Highly recommended.
1846,1/12/2025,Curry Palace,Hyderabad,Nachos,Mexican,400,3,1200,Credit Card,16328,33,F,74,4,Average experience.
1847,6/1/2025,Noodle Nest,Jaipur,Spring Rolls,Chinese,534,4,2136,UPI,17384,24,M,51,3,Portion size was small.
1848,6/4/2025,Curry Palace,Kolkata,Steak,Continental,572,1,572,Cash,12777,60,F,33,3,Portion size was small.
1849,2/19/2025,Urban Tadka,Hyderabad,Pasta Alfredo,Italian,131,3,393,UPI,10758,19,F,73,2,Average experience.
1850,4/22/2025,Sizzler Station,Lucknow,Burger,American,126,3,378,Cash,12202,45,F,54,4,Food was cold.
1851,3/8/2025,Urban Tadka,Delhi,Dal Makhani,Indian,327,3,981,Credit Card,13519,36,F,29,4,Quick delivery!
1852,3/3/2025,Taco Town,Lucknow,Pasta Alfredo,Italian,277,1,277,UPI,10569,48,F,67,4,Portion size was small.
1853,5/28/2025,Curry Palace,Ahmedabad,Caesar Salad,Continental,358,2,716,Net Banking,11599,26,F,36,2,Would order again.
1854,1/19/2025,Pizza Point,Delhi,Caesar Salad,Continental,282,1,282,Cash,12359,56,F,63,3,Portion size was small.
1855,5/9/2025,Pizza Point,Kolkata,Nachos,Mexican,194,2,388,Wallet,13469,32,F,64,5,Not satisfied.
1856,5/26/2025,Taco Town,Delhi,Burger,American,429,1,429,Wallet,16456,36,F,20,3,Food was cold.
1857,1/13/2025,Pizza Point,Lucknow,Spring Rolls,Chinese,489,2,978,Wallet,13616,50,M,46,3,Highly recommended.
1858,3/2/2025,Spice Villa,Pune,Nachos,Mexican,510,1,510,Net Banking,15713,33,F,51,4,Good taste but slow delivery.
1859,4/26/2025,Vegan Vibes,Lucknow,Grilled Chicken,Continental,129,1,129,Net Banking,12361,53,F,22,3,Portion size was small.
1860,4/17/2025,Pizza Point,Lucknow,Paneer Butter Masala,Indian,559,3,1677,Net Banking,15688,41,F,56,4,Highly recommended.
1861,4/9/2025,Sizzler Station,Jaipur,Tandoori Chicken,Indian,455,1,455,UPI,10244,19,F,43,2,Highly recommended.
1862,1/23/2025,Burger Barn,Mumbai,Burger,American,110,1,110,Wallet,15789,35,M,39,3,Food was cold.
1863,2/24/2025,Noodle Nest,Pune,Tandoori Chicken,Indian,155,3,465,UPI,15575,45,F,53,4,Not satisfied.
1864,4/30/2025,Vegan Vibes,Kolkata,Burritos,Mexican,537,1,537,Credit Card,13493,22,F,39,5,Quick delivery!
1865,1/23/2025,Vegan Vibes,Jaipur,Nachos,Mexican,440,1,440,Wallet,12561,59,F,28,2,Excellent service!
1866,4/8/2025,Spice Villa,Ahmedabad,Butter Naan,Indian,206,1,206,Cash,10702,52,M,51,3,Loved the food.
1867,1/9/2025,Noodle Nest,Jaipur,Fries,American,106,4,424,Credit Card,11224,42,F,38,3,Food was cold.
1868,3/23/2025,Noodle Nest,Lucknow,Burger,American,561,4,2244,Cash,14118,53,F,74,3,Would order again.
1869,3/26/2025,Noodle Nest,Ahmedabad,Pasta Alfredo,Italian,321,3,963,Credit Card,15939,39,M,46,2,Food was cold.
1870,2/18/2025,Biryani House,Hyderabad,Manchurian,Chinese,298,4,1192,UPI,15705,41,F,52,4,Loved the food.
1871,4/23/2025,Urban Tadka,Mumbai,Nachos,Mexican,404,2,808,Credit Card,16020,34,M,28,4,Not satisfied.
1872,1/13/2025,Spice Villa,Pune,Nachos,Mexican,523,2,1046,UPI,13338,23,F,40,4,Quick delivery!
1873,1/18/2025,Taco Town,Pune,Spring Rolls,Chinese,199,2,398,UPI,16219,31,M,68,4,Portion size was small.
1874,3/19/2025,Taco Town,Kolkata,Lasagna,Italian,528,4,2112,Net Banking,11216,22,M,23,4,Loved the food.
1875,4/6/2025,Sizzler Station,Mumbai,Burger,American,327,4,1308,Credit Card,13035,53,M,32,2,Excellent service!
1876,1/6/2025,Curry Palace,Bangalore,Chicken Biryani,Indian,192,4,768,Cash,12845,48,M,58,4,Good taste but slow delivery.
1877,4/10/2025,Biryani House,Pune,Spring Rolls,Chinese,593,1,593,Cash,15086,41,M,54,3,Excellent service!
1878,3/10/2025,Taco Town,Jaipur,Butter Naan,Indian,488,1,488,Credit Card,12496,24,F,57,2,Excellent service!
1879,5/14/2025,Sizzler Station,Ahmedabad,Pasta Alfredo,Italian,495,4,1980,Cash,10020,44,F,58,4,Good taste but slow delivery.
1880,6/8/2025,Biryani House,Chennai,Pizza Margherita,Italian,438,2,876,UPI,16768,41,M,53,4,Would order again.
1881,6/9/2025,Burger Barn,Chennai,Fries,American,441,2,882,Credit Card,12535,41,M,59,4,Portion size was small.
1882,4/22/2025,Spice Villa,Mumbai,Tacos,Mexican,381,1,381,Wallet,17352,60,F,55,2,Would order again.
1883,5/15/2025,Vegan Vibes,Pune,Caesar Salad,Continental,407,3,1221,Wallet,17072,29,F,67,3,Average experience.
1884,3/31/2025,Curry Palace,Chennai,Caesar Salad,Continental,446,2,892,UPI,15772,50,M,45,3,Good taste but slow delivery.
1885,3/11/2025,Biryani House,Hyderabad,Butter Naan,Indian,327,3,981,UPI,16232,57,F,27,2,Would order again.
1886,2/2/2025,Spice Villa,Mumbai,Lasagna,Italian,191,4,764,Cash,14359,43,M,44,2,Food was cold.
1887,5/14/2025,Noodle Nest,Hyderabad,Pizza Margherita,Italian,555,4,2220,UPI,17043,36,M,46,3,Average experience.
1888,1/8/2025,Spice Villa,Kolkata,Hotdog,American,418,1,418,UPI,15889,35,M,43,5,Loved the food.
1889,4/7/2025,Biryani House,Lucknow,Fries,American,116,1,116,Credit Card,13340,54,F,52,2,Food was cold.
1890,2/18/2025,Taco Town,Kolkata,Pizza Margherita,Italian,570,4,2280,UPI,10828,54,M,66,2,Quick delivery!
1891,6/4/2025,Sizzler Station,Ahmedabad,Tandoori Chicken,Indian,514,4,2056,UPI,14872,41,M,49,3,Excellent service!
1892,5/13/2025,Curry Palace,Ahmedabad,Burritos,Mexican,226,4,904,Net Banking,13307,59,F,37,3,Not satisfied.
1893,5/29/2025,Taco Town,Ahmedabad,Fries,American,289,1,289,UPI,14618,18,F,68,5,Good taste but slow delivery.
1894,4/15/2025,Spice Villa,Delhi,Dal Makhani,Indian,298,2,596,Net Banking,14118,25,M,33,5,Portion size was small.
1895,5/5/2025,Sizzler Station,Hyderabad,Hotdog,American,574,3,1722,Cash,10484,50,F,43,2,Food was cold.
1896,4/10/2025,Sizzler Station,Ahmedabad,Butter Naan,Indian,504,4,2016,Wallet,17096,19,F,72,1,Would order again.
1897,1/24/2025,Burger Barn,Pune,Pizza Margherita,Italian,225,3,675,UPI,12998,60,M,63,4,Portion size was small.
1898,4/11/2025,Spice Villa,Jaipur,Fries,American,280,3,840,UPI,11287,31,F,29,3,Highly recommended.
1899,5/19/2025,Spice Villa,Lucknow,Spring Rolls,Chinese,188,4,752,Cash,13087,53,F,62,4,Not satisfied.
1900,1/2/2025,Noodle Nest,Pune,Caesar Salad,Continental,291,1,291,Net Banking,13702,47,F,67,1,Loved the food.
1901,4/10/2025,Spice Villa,Mumbai,Burritos,Mexican,561,3,1683,Cash,17325,24,F,72,2,Average experience.
1902,5/1/2025,Taco Town,Lucknow,Tacos,Mexican,159,4,636,Wallet,12101,52,M,67,5,Average experience.
1903,3/5/2025,Pizza Point,Ahmedabad,Tandoori Chicken,Indian,112,3,336,UPI,14749,31,M,57,4,Portion size was small.
1904,2/12/2025,Biryani House,Chennai,Fried Rice,Chinese,543,4,2172,Net Banking,17583,54,F,41,3,Portion size was small.
1905,5/9/2025,Urban Tadka,Kolkata,Burger,American,155,1,155,Credit Card,14311,59,F,43,3,Excellent service!
1906,5/3/2025,Biryani House,Jaipur,Pasta Alfredo,Italian,505,4,2020,UPI,14738,25,M,20,1,Would order again.
1907,1/9/2025,Noodle Nest,Mumbai,Butter Naan,Indian,367,4,1468,Credit Card,14965,27,F,45,2,Excellent service!
1908,1/16/2025,Pizza Point,Delhi,Manchurian,Chinese,425,2,850,Credit Card,15109,36,M,62,1,Average experience.
1909,3/26/2025,Spice Villa,Kolkata,Hotdog,American,484,2,968,Credit Card,14025,19,F,60,2,Loved the food.
1910,6/7/2025,Urban Tadka,Ahmedabad,Caesar Salad,Continental,569,2,1138,Credit Card,15613,18,F,21,3,Not satisfied.
1911,5/15/2025,Curry Palace,Bangalore,Tacos,Mexican,202,1,202,Credit Card,15464,48,M,41,3,Highly recommended.
1912,1/20/2025,Noodle Nest,Mumbai,Fries,American,152,2,304,Net Banking,13061,27,F,29,2,Not satisfied.
1913,5/28/2025,Curry Palace,Jaipur,Tandoori Chicken,Indian,418,1,418,UPI,17117,47,M,23,4,Would order again.
1914,1/8/2025,Spice Villa,Delhi,Caesar Salad,Continental,139,2,278,UPI,17990,53,M,49,4,Loved the food.
1915,3/16/2025,Noodle Nest,Lucknow,Burritos,Mexican,271,1,271,Net Banking,17020,21,M,26,2,Would order again.
1916,1/5/2025,Noodle Nest,Kolkata,Caesar Salad,Continental,540,2,1080,Wallet,16226,43,M,24,2,Not satisfied.
1917,5/29/2025,Curry Palace,Jaipur,Hotdog,American,356,3,1068,Wallet,11148,25,F,29,3,Food was cold.
1918,6/5/2025,Vegan Vibes,Hyderabad,Pizza Margherita,Italian,321,3,963,Credit Card,17845,31,F,35,5,Good taste but slow delivery.
1919,4/20/2025,Sizzler Station,Jaipur,Tacos,Mexican,576,4,2304,Wallet,11884,39,F,23,3,Not satisfied.
1920,1/2/2025,Noodle Nest,Ahmedabad,Grilled Chicken,Continental,334,3,1002,Credit Card,10620,32,F,49,3,Loved the food.
1921,3/24/2025,Vegan Vibes,Delhi,Chicken Biryani,Indian,326,2,652,Cash,12607,59,F,65,3,Not satisfied.
1922,4/17/2025,Burger Barn,Chennai,Steak,Continental,498,3,1494,UPI,12737,44,M,64,5,Portion size was small.
1923,1/27/2025,Urban Tadka,Bangalore,Pasta Alfredo,Italian,369,3,1107,Cash,11471,37,M,62,4,Average experience.
1924,3/15/2025,Pizza Point,Lucknow,Grilled Chicken,Continental,118,1,118,UPI,10472,54,M,40,1,Good taste but slow delivery.
1925,5/1/2025,Curry Palace,Chennai,Steak,Continental,376,3,1128,Cash,11220,60,M,21,4,Not satisfied.
1926,3/28/2025,Biryani House,Mumbai,Steak,Continental,454,3,1362,Net Banking,13022,44,F,54,2,Not satisfied.
1927,4/21/2025,Urban Tadka,Mumbai,Dal Makhani,Indian,353,1,353,Credit Card,10079,54,M,75,4,Quick delivery!
1928,6/19/2025,Pizza Point,Mumbai,Pasta Alfredo,Italian,110,1,110,UPI,17691,27,M,22,1,Quick delivery!
1929,2/4/2025,Biryani House,Mumbai,Chicken Biryani,Indian,381,2,762,Credit Card,15009,31,M,65,4,Highly recommended.
1930,1/24/2025,Taco Town,Chennai,Tacos,Mexican,491,1,491,UPI,14464,52,M,38,2,Quick delivery!
1931,3/30/2025,Sizzler Station,Hyderabad,Hotdog,American,339,3,1017,Credit Card,16968,55,F,35,4,Good taste but slow delivery.
1932,3/3/2025,Biryani House,Pune,Tacos,Mexican,570,1,570,Credit Card,16843,37,M,71,4,Not satisfied.
1933,1/10/2025,Spice Villa,Hyderabad,Grilled Chicken,Continental,450,3,1350,Credit Card,12341,35,M,58,1,Would order again.
1934,6/6/2025,Biryani House,Mumbai,Fries,American,488,2,976,Wallet,14275,45,M,34,1,Quick delivery!
1935,3/1/2025,Burger Barn,Mumbai,Tacos,Mexican,466,3,1398,Credit Card,14344,22,M,62,4,Good taste but slow delivery.
1936,6/14/2025,Taco Town,Hyderabad,Caesar Salad,Continental,566,3,1698,Net Banking,13195,40,F,31,2,Portion size was small.
1937,4/28/2025,Vegan Vibes,Hyderabad,Fries,American,284,3,852,Cash,14085,59,M,65,2,Average experience.
1938,3/22/2025,Taco Town,Delhi,Burritos,Mexican,427,2,854,Net Banking,15790,22,F,49,3,Would order again.
1939,5/24/2025,Burger Barn,Delhi,Hotdog,American,152,2,304,UPI,11092,35,M,46,3,Highly recommended.
1940,5/15/2025,Spice Villa,Hyderabad,Butter Naan,Indian,469,1,469,Cash,13799,31,M,35,5,Good taste but slow delivery.
1941,1/1/2025,Pizza Point,Pune,Nachos,Mexican,283,2,566,UPI,16733,50,F,29,3,Quick delivery!
1942,6/17/2025,Burger Barn,Pune,Grilled Chicken,Continental,563,1,563,Cash,14773,54,M,23,1,Average experience.
1943,5/17/2025,Pizza Point,Lucknow,Lasagna,Italian,423,2,846,Net Banking,10313,58,M,26,3,Food was cold.
1944,5/21/2025,Taco Town,Lucknow,Nachos,Mexican,504,4,2016,Credit Card,17283,31,M,52,2,Quick delivery!
1945,2/28/2025,Pizza Point,Bangalore,Steak,Continental,454,2,908,UPI,16749,48,M,44,5,Highly recommended.
1946,2/9/2025,Urban Tadka,Bangalore,Manchurian,Chinese,489,1,489,Credit Card,10649,33,M,25,3,Loved the food.
1947,2/14/2025,Spice Villa,Bangalore,Hakka Noodles,Chinese,288,4,1152,Wallet,10352,58,M,39,4,Excellent service!
1948,4/16/2025,Taco Town,Jaipur,Paneer Butter Masala,Indian,123,1,123,Wallet,12237,27,F,59,4,Highly recommended.
1949,6/5/2025,Spice Villa,Jaipur,Burritos,Mexican,413,1,413,Wallet,11832,60,F,25,1,Not satisfied.
1950,4/4/2025,Burger Barn,Chennai,Hotdog,American,147,1,147,Cash,16326,57,M,74,4,Good taste but slow delivery.
1951,2/23/2025,Pizza Point,Bangalore,Manchurian,Chinese,255,4,1020,Net Banking,15940,26,F,72,4,Would order again.
1952,5/20/2025,Spice Villa,Ahmedabad,Grilled Chicken,Continental,119,2,238,Wallet,11250,24,M,40,3,Highly recommended.
1953,1/1/2025,Vegan Vibes,Jaipur,Burritos,Mexican,227,3,681,UPI,11561,23,M,48,4,Food was cold.
1954,3/31/2025,Curry Palace,Chennai,Steak,Continental,360,1,360,Net Banking,12982,41,F,70,3,Food was cold.
1955,5/1/2025,Taco Town,Chennai,Nachos,Mexican,459,1,459,Credit Card,11111,40,F,29,4,Average experience.
1956,1/8/2025,Vegan Vibes,Hyderabad,Steak,Continental,591,4,2364,Wallet,11606,45,F,30,3,Would order again.
1957,2/27/2025,Urban Tadka,Ahmedabad,Pizza Margherita,Italian,331,3,993,UPI,10954,46,F,27,5,Quick delivery!
1958,6/29/2025,Curry Palace,Bangalore,Pizza Margherita,Italian,286,4,1144,Wallet,14416,21,M,65,5,Quick delivery!
1959,2/19/2025,Pizza Point,Ahmedabad,Burritos,Mexican,236,1,236,Credit Card,15532,20,F,31,1,Food was cold.
1960,3/8/2025,Vegan Vibes,Delhi,Caesar Salad,Continental,211,4,844,Wallet,10909,46,F,72,3,Would order again.
1961,4/4/2025,Noodle Nest,Jaipur,Fried Rice,Chinese,547,4,2188,Cash,12589,36,M,26,4,Excellent service!
1962,5/20/2025,Taco Town,Ahmedabad,Burritos,Mexican,224,4,896,Credit Card,17701,60,M,53,2,Good taste but slow delivery.
1963,3/31/2025,Vegan Vibes,Jaipur,Fries,American,568,2,1136,UPI,11796,44,F,32,2,Good taste but slow delivery.
1964,1/31/2025,Pizza Point,Ahmedabad,Fries,American,287,1,287,Credit Card,16162,58,M,72,3,Portion size was small.
1965,1/8/2025,Curry Palace,Kolkata,Burritos,Mexican,442,2,884,Net Banking,12428,44,M,72,1,Portion size was small.
1966,3/30/2025,Spice Villa,Mumbai,Pizza Margherita,Italian,508,1,508,UPI,15671,44,F,52,3,Portion size was small.
1967,1/12/2025,Sizzler Station,Mumbai,Hotdog,American,362,2,724,Cash,12089,45,F,33,3,Not satisfied.
1968,5/4/2025,Biryani House,Jaipur,Fries,American,379,1,379,UPI,12166,55,F,42,2,Average experience.
1969,4/26/2025,Urban Tadka,Chennai,Nachos,Mexican,379,1,379,Cash,12976,39,F,33,2,Not satisfied.
1970,2/16/2025,Sizzler Station,Kolkata,Fried Rice,Chinese,510,3,1530,Wallet,16125,50,M,49,5,Portion size was small.
1971,1/25/2025,Biryani House,Ahmedabad,Pasta Alfredo,Italian,559,4,2236,Wallet,13215,43,M,44,2,Quick delivery!
1972,6/27/2025,Sizzler Station,Jaipur,Spring Rolls,Chinese,467,4,1868,Wallet,10275,35,F,28,4,Loved the food.
1973,6/27/2025,Urban Tadka,Ahmedabad,Grilled Chicken,Continental,510,4,2040,Wallet,16742,53,F,31,3,Food was cold.
1974,6/2/2025,Noodle Nest,Hyderabad,Steak,Continental,365,2,730,Credit Card,17230,46,F,29,3,Food was cold.
1975,5/19/2025,Vegan Vibes,Hyderabad,Steak,Continental,421,3,1263,Wallet,10891,58,F,38,4,Portion size was small.
1976,5/27/2025,Taco Town,Kolkata,Chicken Biryani,Indian,138,3,414,Wallet,15884,25,M,21,2,Would order again.
1977,1/10/2025,Taco Town,Jaipur,Nachos,Mexican,557,4,2228,UPI,13204,36,M,53,2,Excellent service!
1978,2/15/2025,Vegan Vibes,Jaipur,Steak,Continental,388,2,776,Wallet,16153,32,M,46,2,Average experience.
1979,5/31/2025,Biryani House,Bangalore,Manchurian,Chinese,115,4,460,Wallet,13439,55,F,34,2,Highly recommended.
1980,3/29/2025,Spice Villa,Bangalore,Nachos,Mexican,564,4,2256,Wallet,15012,49,M,69,4,Good taste but slow delivery.
1981,6/13/2025,Noodle Nest,Ahmedabad,Spring Rolls,Chinese,538,3,1614,Cash,14666,18,F,28,4,Average experience.
1982,5/19/2025,Noodle Nest,Chennai,Hotdog,American,419,1,419,UPI,10221,55,F,61,2,Not satisfied.
1983,3/25/2025,Curry Palace,Pune,Spring Rolls,Chinese,260,2,520,Net Banking,10080,47,M,29,3,Average experience.
1984,4/29/2025,Vegan Vibes,Kolkata,Fried Rice,Chinese,542,3,1626,UPI,11134,47,F,45,3,Quick delivery!
1985,1/16/2025,Noodle Nest,Delhi,Tacos,Mexican,352,3,1056,Wallet,17707,27,M,70,5,Not satisfied.
1986,2/5/2025,Sizzler Station,Jaipur,Hotdog,American,247,2,494,Net Banking,17298,54,F,48,3,Loved the food.
1987,4/8/2025,Taco Town,Mumbai,Burger,American,553,1,553,Credit Card,10459,22,M,56,5,Excellent service!
1988,6/28/2025,Taco Town,Bangalore,Burritos,Mexican,450,2,900,Net Banking,17062,47,M,26,1,Food was cold.
1989,1/25/2025,Biryani House,Ahmedabad,Fried Rice,Chinese,179,3,537,UPI,15251,47,F,28,4,Quick delivery!
1990,2/12/2025,Curry Palace,Lucknow,Grilled Chicken,Continental,440,3,1320,Credit Card,15711,59,F,25,5,Loved the food.
1991,1/11/2025,Noodle Nest,Ahmedabad,Grilled Chicken,Continental,372,1,372,Cash,14340,39,M,35,3,Quick delivery!
1992,6/7/2025,Noodle Nest,Mumbai,Hotdog,American,579,1,579,Credit Card,14062,40,M,29,3,Portion size was small.
1993,6/23/2025,Spice Villa,Chennai,Fries,American,106,4,424,Cash,10237,26,F,47,5,Highly recommended.
1994,1/17/2025,Spice Villa,Chennai,Dal Makhani,Indian,590,1,590,Cash,12939,32,F,75,3,Food was cold.
1995,5/6/2025,Vegan Vibes,Chennai,Butter Naan,Indian,197,4,788,Cash,15172,42,M,47,3,Quick delivery!
1996,4/29/2025,Curry Palace,Chennai,Tacos,Mexican,245,2,490,Net Banking,17377,56,F,47,3,Good taste but slow delivery.
1997,3/14/2025,Pizza Point,Lucknow,Tandoori Chicken,Indian,587,3,1761,Wallet,15529,29,F,30,2,Would order again.
1998,4/9/2025,Urban Tadka,Chennai,Fries,American,126,4,504,UPI,16976,55,F,50,3,Would order again.
1999,3/2/2025,Biryani House,Delhi,Dal Makhani,Indian,199,2,398,UPI,11687,38,F,68,4,Loved the food.
2000,5/20/2025,Biryani House,Ahmedabad,Burritos,Mexican,402,2,804,Wallet,13284,26,F,37,5,Highly recommended.
2001,5/19/2025,Curry Palace,Chennai,Fried Rice,Chinese,140,4,560,Wallet,15906,35,F,51,5,Average experience.
2002,4/3/2025,Spice Villa,Pune,Hotdog,American,494,3,1482,Cash,16450,47,M,57,3,Good taste but slow delivery.
2003,6/14/2025,Noodle Nest,Lucknow,Fried Rice,Chinese,326,1,326,Credit Card,10264,60,M,40,4,Good taste but slow delivery.
2004,5/12/2025,Curry Palace,Pune,Lasagna,Italian,271,1,271,Net Banking,12113,50,F,43,5,Portion size was small.
2005,3/11/2025,Vegan Vibes,Delhi,Nachos,Mexican,362,2,724,UPI,10952,18,F,33,4,Portion size was small.
2006,5/22/2025,Taco Town,Kolkata,Nachos,Mexican,398,3,1194,Credit Card,13345,39,M,59,5,Excellent service!
2007,3/21/2025,Noodle Nest,Mumbai,Fried Rice,Chinese,496,1,496,Credit Card,13997,39,F,39,5,Not satisfied.
2008,5/15/2025,Vegan Vibes,Jaipur,Caesar Salad,Continental,359,3,1077,UPI,17125,47,M,68,3,Quick delivery!
2009,4/13/2025,Pizza Point,Pune,Grilled Chicken,Continental,429,4,1716,Wallet,12356,25,F,21,3,Quick delivery!
2010,1/16/2025,Burger Barn,Pune,Fries,American,310,1,310,Wallet,16991,29,M,40,5,Average experience.
2011,3/1/2025,Sizzler Station,Kolkata,Pasta Alfredo,Italian,145,1,145,UPI,16240,34,F,66,2,Loved the food.
2012,6/11/2025,Urban Tadka,Jaipur,Lasagna,Italian,557,1,557,UPI,13961,41,F,31,3,Would order again.
2013,1/29/2025,Taco Town,Ahmedabad,Spring Rolls,Chinese,417,2,834,UPI,14971,23,M,69,5,Highly recommended.
2014,1/9/2025,Urban Tadka,Pune,Fried Rice,Chinese,106,4,424,Credit Card,14805,41,F,53,3,Good taste but slow delivery.
2015,3/6/2025,Taco Town,Pune,Hotdog,American,571,3,1713,Net Banking,14890,33,M,25,2,Quick delivery!
2016,2/6/2025,Taco Town,Bangalore,Manchurian,Chinese,412,1,412,UPI,12888,22,F,72,4,Loved the food.
2017,2/28/2025,Urban Tadka,Chennai,Hotdog,American,180,4,720,Wallet,10277,45,F,63,4,Quick delivery!
2018,5/12/2025,Noodle Nest,Hyderabad,Pizza Margherita,Italian,464,1,464,Cash,13326,57,M,32,2,Portion size was small.
2019,2/2/2025,Curry Palace,Pune,Chicken Biryani,Indian,313,2,626,Wallet,14623,53,M,48,2,Loved the food.
2020,1/11/2025,Curry Palace,Lucknow,Fries,American,251,4,1004,Credit Card,10985,31,M,74,3,Portion size was small.
2021,3/16/2025,Curry Palace,Delhi,Burger,American,552,4,2208,Cash,16119,58,M,31,4,Not satisfied.
2022,6/4/2025,Taco Town,Delhi,Chicken Biryani,Indian,211,4,844,UPI,10832,19,F,31,1,Portion size was small.
2023,1/26/2025,Spice Villa,Ahmedabad,Tandoori Chicken,Indian,333,3,999,Net Banking,12858,24,F,29,2,Excellent service!
2024,5/27/2025,Sizzler Station,Lucknow,Spring Rolls,Chinese,285,3,855,UPI,17823,47,F,44,3,Food was cold.
2025,1/26/2025,Taco Town,Jaipur,Lasagna,Italian,430,2,860,Credit Card,10719,18,F,68,4,Excellent service!
2026,6/5/2025,Sizzler Station,Jaipur,Paneer Butter Masala,Indian,275,4,1100,Credit Card,16620,35,F,29,3,Quick delivery!
2027,5/3/2025,Burger Barn,Jaipur,Nachos,Mexican,160,1,160,Net Banking,13532,30,F,64,3,Quick delivery!
2028,6/21/2025,Noodle Nest,Hyderabad,Nachos,Mexican,281,4,1124,Cash,11877,47,M,20,4,Not satisfied.
2029,3/22/2025,Burger Barn,Mumbai,Tandoori Chicken,Indian,366,2,732,UPI,15500,19,M,47,2,Not satisfied.
2030,5/23/2025,Biryani House,Mumbai,Pasta Alfredo,Italian,558,4,2232,Net Banking,14256,29,F,36,5,Highly recommended.
2031,3/18/2025,Spice Villa,Delhi,Burger,American,289,4,1156,Wallet,14975,22,F,34,4,Loved the food.
2032,3/6/2025,Urban Tadka,Pune,Fried Rice,Chinese,179,2,358,Net Banking,16809,19,M,52,3,Quick delivery!
2033,5/18/2025,Sizzler Station,Lucknow,Butter Naan,Indian,464,4,1856,Net Banking,15781,22,F,45,3,Portion size was small.
2034,6/1/2025,Curry Palace,Kolkata,Steak,Continental,377,1,377,UPI,13172,33,M,42,5,Good taste but slow delivery.
2035,1/30/2025,Curry Palace,Pune,Hotdog,American,445,3,1335,Cash,11796,49,M,66,5,Quick delivery!
2036,6/27/2025,Pizza Point,Lucknow,Burger,American,243,2,486,Net Banking,10415,47,F,63,3,Excellent service!
2037,4/18/2025,Burger Barn,Delhi,Paneer Butter Masala,Indian,269,1,269,Net Banking,10727,31,F,49,4,Quick delivery!
2038,5/14/2025,Sizzler Station,Jaipur,Fried Rice,Chinese,582,4,2328,Cash,15464,59,M,32,4,Good taste but slow delivery.
2039,5/8/2025,Noodle Nest,Ahmedabad,Hakka Noodles,Chinese,136,1,136,Cash,17464,32,F,29,2,Portion size was small.
2040,4/30/2025,Urban Tadka,Lucknow,Fried Rice,Chinese,356,1,356,Wallet,17533,34,M,34,1,Not satisfied.
2041,5/30/2025,Curry Palace,Lucknow,Pizza Margherita,Italian,220,1,220,Wallet,12598,25,F,73,1,Portion size was small.
2042,4/8/2025,Spice Villa,Jaipur,Lasagna,Italian,176,1,176,Credit Card,17759,25,F,43,5,Excellent service!
2043,1/10/2025,Biryani House,Mumbai,Caesar Salad,Continental,205,1,205,Cash,14482,31,F,53,3,Not satisfied.
2044,5/20/2025,Spice Villa,Delhi,Burritos,Mexican,338,2,676,UPI,10050,18,M,39,5,Loved the food.
2045,4/17/2025,Sizzler Station,Delhi,Pizza Margherita,Italian,594,1,594,UPI,15895,50,F,74,2,Food was cold.
2046,1/6/2025,Biryani House,Jaipur,Manchurian,Chinese,453,3,1359,UPI,15873,57,M,51,4,Food was cold.
2047,6/19/2025,Vegan Vibes,Kolkata,Nachos,Mexican,564,2,1128,UPI,17880,35,F,66,4,Good taste but slow delivery.
2048,5/25/2025,Biryani House,Ahmedabad,Hotdog,American,440,4,1760,UPI,10481,33,F,29,2,Excellent service!
2049,1/6/2025,Burger Barn,Jaipur,Hakka Noodles,Chinese,288,4,1152,Net Banking,12228,19,M,24,4,Food was cold.
2050,5/26/2025,Pizza Point,Lucknow,Fried Rice,Chinese,492,4,1968,Cash,17990,57,F,37,2,Loved the food.
2051,4/7/2025,Pizza Point,Kolkata,Nachos,Mexican,106,4,424,Cash,10523,18,M,70,4,Good taste but slow delivery.
2052,5/19/2025,Burger Barn,Bangalore,Steak,Continental,291,2,582,UPI,11181,32,F,25,2,Quick delivery!
2053,3/13/2025,Spice Villa,Ahmedabad,Dal Makhani,Indian,462,2,924,Net Banking,13593,38,F,43,3,Average experience.
2054,4/21/2025,Biryani House,Jaipur,Caesar Salad,Continental,513,4,2052,Net Banking,16445,20,M,21,5,Quick delivery!
2055,1/22/2025,Taco Town,Pune,Nachos,Mexican,429,3,1287,Wallet,10482,59,M,63,3,Loved the food.
2056,5/21/2025,Curry Palace,Bangalore,Hotdog,American,598,1,598,Net Banking,11968,43,M,36,5,Would order again.
2057,4/30/2025,Urban Tadka,Delhi,Dal Makhani,Indian,514,2,1028,UPI,12206,38,F,36,3,Highly recommended.
2058,3/27/2025,Curry Palace,Jaipur,Hotdog,American,245,3,735,Wallet,15806,28,F,30,3,Excellent service!
